Length,Method,Time
22194,MC,1484.6312098255200
22194,TSADAMS,2080.1059632053400
22194,OE,1480.025431192400
22194,HITS,1480.1188762550400
22194,AutoOD-A,1626.2805402641300
22194,AutoOD-C,1503.6444480781600
22194,UADB,1509.5517747764600
22194,IOE,1480.2585971717800
22194,SELECT,1541.2825000648500
22194,GB,1.435
195000,MSAD (ID),31.97194801902770
195000,SATzilla (ID),0.9133771171569820
195000,UReg (ID),641.2083423995970
195000,CFact (ID),361.0387851161960
195000,ISAC (ID),340.7712758769990
195000,ARGOSMART (ID),32.241888395309400
195000,MetaOD (ID),358.50636666488600
195000,MSAD (OOD),334.2161160697940
195000,SATzilla (OOD),334.23146903419500
195000,UReg (OOD),343.3104834098820
195000,CFact (OOD),525.7915062732700
195000,ISAC (OOD),343.9259289493560
195000,ARGOSMART (OOD),334.5360065689090
195000,MetaOD (OOD),358.4027399368290
195000,Synthetic,916.7250883846280
195000,CQ,10818.44104460910
195000,UEC,11392.252521532100
195000,MC,10251.380616937600
195000,TSADAMS,11042.846575422300
195000,OE,10100.256872850400
195000,HITS,10104.323577838900
195000,AutoOD-A,17879.464314180400
195000,AutoOD-C,13057.46140189740
195000,UADB,10169.92330594640
195000,IOE,10111.61758823970
195000,SELECT,10644.281857448600
195000,GB,24.037
9057,MSAD (ID),0.0766429271697998
9057,SATzilla (ID),0.0721570816040039
9057,UReg (ID),0.9629326877593990
9057,CFact (ID),0.1662232666015630
9057,ISAC (ID),0.1556351470947270
9057,ARGOSMART (ID),0.4640612888336180
9057,MetaOD (ID),19.314899059295700
9057,MSAD (OOD),9.329458225250240
9057,SATzilla (OOD),9.339107740402220
9057,UReg (OOD),9.422713506698610
9057,CFact (OOD),9.361093509674070
9057,ISAC (OOD),0.1510639476776120
9057,ARGOSMART (OOD),0.43118455886840800
9057,MetaOD (OOD),19.31901607131960
9057,Synthetic,132.63277134513900
9057,CQ,628.1353260765080
9057,UEC,637.5032657871250
9057,MC,629.883409456253
9057,TSADAMS,1228.2050561466200
9057,OE,628.1020297012330
9057,HITS,628.1164814434050
9057,AutoOD-A,636.4193488559720
9057,AutoOD-C,641.9380818805700
9057,UADB,637.4802652797700
9057,IOE,628.2092215023040
9057,SELECT,692.5241486034390
9057,GB,0.781
10468,MSAD (ID),0.5132274799346920
10468,SATzilla (ID),2.1811964626312300
10468,UReg (ID),2.2486472244262700
10468,CFact (ID),1.4508596477508500
10468,ISAC (ID),0.5617532901763920
10468,ARGOSMART (ID),0.7090971641540530
10468,MetaOD (ID),22.228454460144000
10468,MSAD (OOD),3.139318004608150
10468,SATzilla (OOD),2.185418378829960
10468,UReg (OOD),2.26539732170105
10468,CFact (OOD),1.3863056716918900
10468,ISAC (OOD),0.5555796794891360
10468,ARGOSMART (OOD),0.5440641269683840
10468,MetaOD (OOD),22.232534755706800
10468,Synthetic,125.1892048549650
10468,CQ,843.2957505550390
10468,UEC,984.0111196537020
10468,MC,845.3274873199460
10468,TSADAMS,1443.3462501468700
10468,OE,843.2421722755430
10468,HITS,843.2622282848360
10468,AutoOD-A,848.8768294200900
10468,AutoOD-C,850.9306433544160
10468,UADB,860.387162481308
10468,IOE,843.3696203575130
10468,SELECT,895.1355738983150
10468,GB,2.112
195000,MSAD (ID),29.485129878997800
195000,SATzilla (ID),0.9329022407531740
195000,UReg (ID),640.4760212783810
195000,CFact (ID),212.88108982658400
195000,ISAC (ID),8.444811519622800
195000,ARGOSMART (ID),29.919648693084700
195000,MetaOD (ID),358.4557982788090
195000,MSAD (OOD),1.9101542797088600
195000,SATzilla (OOD),1.943256076812740
195000,UReg (OOD),166.73240452575700
195000,CFact (OOD),166.14433723259000
195000,ISAC (OOD),11.42510050201420
195000,ARGOSMART (OOD),2.3369452323913600
195000,MetaOD (OOD),358.54416740989700
195000,Synthetic,1190.0420746154800
195000,CQ,9707.836858459470
195000,UEC,10214.612158554100
195000,MC,8950.553991436010
195000,TSADAMS,9497.875197052000
195000,OE,8897.840286623
195000,HITS,8901.671474348070
195000,AutoOD-A,14528.658883462900
195000,AutoOD-C,12954.70176423650
195000,UADB,9019.178543697360
195000,IOE,8900.985542427060
195000,SELECT,9557.07767523384
195000,GB,40.194
230400,MSAD (ID),11.747013517379800
230400,SATzilla (ID),11.742130704879800
230400,UReg (ID),11.814145751953100
230400,CFact (ID),11.885288663864100
230400,ISAC (ID),621.4233856315610
230400,ARGOSMART (ID),12.10103625869750
230400,MetaOD (ID),424.4489914302830
230400,MSAD (OOD),136.94188223266600
230400,SATzilla (OOD),136.92422256851200
230400,UReg (OOD),137.58207116508500
230400,CFact (OOD),137.05970178031900
230400,ISAC (OOD),45.14455650520330
230400,ARGOSMART (OOD),5.466526679992680
230400,MetaOD (OOD),424.24899042892500
230400,Synthetic,1024.8283640117600
230400,CQ,5639.466608598710
230400,UEC,6151.377413023000
230400,MC,5695.161367851260
230400,TSADAMS,6231.311330038070
230400,OE,5631.808425384520
230400,HITS,5635.313093143460
230400,AutoOD-A,14360.932430463800
230400,AutoOD-C,7198.873942810060
230400,UADB,5707.608551460270
230400,IOE,5634.927530723570
230400,SELECT,6428.609348732000
230400,GB,10.746
130400,MSAD (ID),10.337556335449200
130400,SATzilla (ID),10.322027418136600
130400,UReg (ID),10.392334434509300
130400,CFact (ID),10.463137361526500
130400,ISAC (ID),213.05453972816500
130400,ARGOSMART (ID),211.58849642372100
130400,MetaOD (ID),238.09865243148800
130400,MSAD (OOD),10.33683654975890
130400,SATzilla (OOD),10.743422243118300
130400,UReg (OOD),280.5816341190340
130400,CFact (OOD),11.819900703430200
130400,ISAC (OOD),14.21739501953130
130400,ARGOSMART (OOD),208.71048431396500
130400,MetaOD (OOD),238.11102230262800
130400,Synthetic,800.9286136398320
130400,CQ,8874.115505617140
130400,UEC,14628.76540114980
130400,MC,8903.15359527397
130400,TSADAMS,9472.022394960400
130400,OE,8872.268347154620
130400,HITS,8872.291716705320
130400,AutoOD-A,12652.520919929500
130400,AutoOD-C,10058.587932954800
130400,UADB,8946.167228113170
130400,IOE,8876.70720757103
130400,SELECT,9086.195270906450
130400,GB,9.697
230400,MSAD (ID),23.0561067237854
230400,SATzilla (ID),23.055371440887500
230400,UReg (ID),23.103206314086900
230400,CFact (ID),23.1792174949646
230400,ISAC (ID),650.424759771347
230400,ARGOSMART (ID),637.2671288509370
230400,MetaOD (ID),436.0325776386260
230400,MSAD (OOD),7.544249193191530
230400,SATzilla (OOD),23.850130714416500
230400,UReg (OOD),415.1871942615510
230400,CFact (OOD),18.453991876602200
230400,ISAC (OOD),22.69548768615720
230400,ARGOSMART (OOD),23.347813524246200
230400,MetaOD (OOD),436.7466338920590
230400,Synthetic,1105.2914099464400
230400,CQ,6333.289515262610
230400,UEC,6839.90476516533
230400,MC,6389.605737867360
230400,TSADAMS,6928.551847457890
230400,OE,6326.681384195330
230400,HITS,6327.70241533661
230400,AutoOD-A,17585.00779234310
230400,AutoOD-C,8214.352071393970
230400,UADB,6422.309159864430
230400,IOE,6334.335172285080
230400,SELECT,7061.282102693560
230400,GB,21.989
7500,MSAD (ID),2.732071615219120
7500,SATzilla (ID),2.7154688606262200
7500,UReg (ID),2.7695736656189000
7500,CFact (ID),2.847200609207150
7500,ISAC (ID),5.241228668212890
7500,ARGOSMART (ID),5.355206577301030
7500,MetaOD (ID),15.099753381729100
7500,MSAD (OOD),1.7480511207580600
7500,SATzilla (OOD),2.7405686149597200
7500,UReg (OOD),0.30793586730957000
7500,CFact (OOD),0.4469656085968020
7500,ISAC (OOD),0.3219165821075440
7500,ARGOSMART (OOD),0.8174464721679690
7500,MetaOD (OOD),15.096653463363600
7500,Synthetic,58.80174805831910
7500,CQ,644.9826492786410
7500,UEC,652.6889030456550
7500,MC,655.6856610336310
7500,TSADAMS,1227.9940358085600
7500,OE,627.495636543274
7500,HITS,627.4480872955320
7500,AutoOD-A,641.6164277400970
7500,AutoOD-C,633.2575398292540
7500,UADB,636.5484176483160
7500,IOE,627.6259053554540
7500,SELECT,690.4516781177520
7500,GB,2.651
30000,MSAD (ID),2.4988448028564500
30000,SATzilla (ID),2.487590253829960
30000,UReg (ID),2.8257592868804900
30000,CFact (ID),2.8704866123199500
30000,ISAC (ID),2.8529166584014900
30000,ARGOSMART (ID),12.833645204544100
30000,MetaOD (ID),56.532161628723100
30000,MSAD (OOD),2.501139820098880
30000,SATzilla (OOD),2.865800495147710
30000,UReg (OOD),2.609779537200930
30000,CFact (OOD),2.75704252243042
30000,ISAC (OOD),0.7905187568664550
30000,ARGOSMART (OOD),0.841250415802002
30000,MetaOD (OOD),56.521217977523800
30000,Synthetic,132.15517090797400
30000,CQ,2610.4767400455500
30000,UEC,2783.461083536150
30000,MC,2655.0292950172400
30000,TSADAMS,3210.4722680282600
30000,OE,2607.9368982791900
30000,HITS,2608.033790397640
30000,AutoOD-A,2728.6054366111800
30000,AutoOD-C,2673.102224159240
30000,UADB,2627.9844725608800
30000,IOE,2608.584362316130
30000,SELECT,2732.4136844158200
30000,GB,2.62
29859,MSAD (ID),0.28289109802246100
29859,SATzilla (ID),0.2752743396759030
29859,UReg (ID),3.7849417190551800
29859,CFact (ID),3.8330409984588600
29859,ISAC (ID),3.501372100830080
29859,ARGOSMART (ID),0.5056348476409910
29859,MetaOD (ID),60.513185970306400
29859,MSAD (OOD),0.2291791076660160
29859,SATzilla (OOD),0.3164863224029540
29859,UReg (OOD),0.33152028274536100
29859,CFact (OOD),81.97099621772770
29859,ISAC (OOD),10.78759542274480
29859,ARGOSMART (OOD),10.936030254364000
29859,MetaOD (OOD),60.48963402938840
29859,Synthetic,98.71807858276370
29859,CQ,2199.4443168525700
29859,UEC,2229.700435857770
29859,MC,2204.004258550640
29859,TSADAMS,2797.667654193880
29859,OE,2193.6563693237300
29859,HITS,2193.764424676900
29859,AutoOD-A,2362.1961177539800
29859,AutoOD-C,2226.6712290000900
29859,UADB,2222.5522514534000
29859,IOE,2195.1718131256100
29859,SELECT,2250.9466410827600
29859,GB,3.573
10001,MSAD (ID),0.34372445678710900
10001,SATzilla (ID),0.5344280395507810
10001,UReg (ID),0.5998014602661130
10001,CFact (ID),0.742555061340332
10001,ISAC (ID),0.1542663764953610
10001,ARGOSMART (ID),0.4471295070648190
10001,MetaOD (ID),19.735939182281500
10001,MSAD (OOD),0.3418876800537110
10001,SATzilla (OOD),0.379962173461914
10001,UReg (OOD),0.4143526229858400
10001,CFact (OOD),0.4431790981292720
10001,ISAC (OOD),1.8520287055969200
10001,ARGOSMART (OOD),2.103219129562380
10001,MetaOD (OOD),19.735576309204100
10001,Synthetic,93.75620685386660
10001,CQ,835.0897313880920
10001,UEC,832.3401961631780
10001,MC,837.0526739883430
10001,TSADAMS,1405.9614925155600
10001,OE,805.3115597991950
10001,HITS,805.3311129837040
10001,AutoOD-A,821.2321325569150
10001,AutoOD-C,811.6720403461460
10001,UADB,827.2489720611570
10001,IOE,805.6986893444060
10001,SELECT,849.8047379283910
10001,GB,0.466
29950,MSAD (ID),0.2857033176422120
29950,SATzilla (ID),0.2820536060333250
29950,UReg (ID),3.1185699520111100
29950,CFact (ID),3.1638983306884800
29950,ISAC (ID),4.030841552734370
29950,ARGOSMART (ID),0.5037778778076170
29950,MetaOD (ID),56.6277955532074
29950,MSAD (OOD),0.2301986579895020
29950,SATzilla (OOD),0.2213092212677000
29950,UReg (OOD),0.3270378475189210
29950,CFact (OOD),82.8478482131958
29950,ISAC (OOD),10.17854624938970
29950,ARGOSMART (OOD),13.64208017539980
29950,MetaOD (OOD),56.61575589179990
29950,Synthetic,141.0499635658260
29950,CQ,2280.14862710762
29950,UEC,2311.8508065795900
29950,MC,2370.8131026344300
29950,TSADAMS,2880.145158117290
29950,OE,2274.309489963530
29950,HITS,2274.4116079788200
29950,AutoOD-A,2327.868193624500
29950,AutoOD-C,2305.8170807342500
29950,UADB,2320.459258792880
29950,IOE,2274.7345437984500
29950,SELECT,2408.073136327740
29950,GB,2.906
38269,MSAD (ID),13.911992750167800
38269,SATzilla (ID),6.5800535774231000
38269,UReg (ID),12.19211880493160
38269,CFact (ID),6.882971704483030
38269,ISAC (ID),7.00738597869873
38269,ARGOSMART (ID),6.934418687820430
38269,MetaOD (ID),72.22632504463200
38269,MSAD (OOD),3.9940587921142600
38269,SATzilla (OOD),3.9833118362426800
38269,UReg (OOD),45.622875091552700
38269,CFact (OOD),4.094863121032720
38269,ISAC (OOD),4.257110689163210
38269,ARGOSMART (OOD),46.146405574798600
38269,MetaOD (OOD),72.22344327926640
38269,Synthetic,236.66218828582800
38269,CQ,3695.000522836690
38269,UEC,5052.850042713170
38269,MC,3364.728885255810
38269,TSADAMS,5621.213945043560
38269,OE,3215.962561655050
38269,HITS,3216.5022957801800
38269,AutoOD-A,3643.818474102020
38269,AutoOD-C,3285.8440707206700
38269,UADB,3249.7026939868900
38269,IOE,3217.23618798256
38269,SELECT,3261.4896066665700
38269,GB,3.022
59000,MSAD (ID),49.3628778514862
59000,SATzilla (ID),7.122813062667850
59000,UReg (ID),7.343216972351070
59000,CFact (ID),7.230718927383420
59000,ISAC (ID),8.060719804763790
59000,ARGOSMART (ID),49.59050226783750
59000,MetaOD (ID),108.345075756073
59000,MSAD (OOD),0.33181884765625
59000,SATzilla (OOD),0.5270238208770750
59000,UReg (OOD),167.3684356918340
59000,CFact (OOD),9.292548778533940
59000,ISAC (OOD),0.7761082935333250
59000,ARGOSMART (OOD),0.8284836101531980
59000,MetaOD (OOD),108.58724084472700
59000,Synthetic,447.2968809814450
59000,CQ,5267.66102504158
59000,UEC,5538.409295589450
59000,MC,5491.486019165040
59000,TSADAMS,5820.993664424900
59000,OE,5220.994379360200
59000,HITS,5221.2149806804700
59000,AutoOD-A,5801.132695514680
59000,AutoOD-C,5411.935988027570
59000,UADB,5250.02696307373
59000,IOE,5223.267692644120
59000,SELECT,5407.681019384380
59000,GB,6.83
180400,MSAD (ID),12.157800401687600
180400,SATzilla (ID),12.139348949432400
180400,UReg (ID),12.194088901519800
180400,CFact (ID),12.301226581573500
180400,ISAC (ID),24.29216025161740
180400,ARGOSMART (ID),17.52876470375060
180400,MetaOD (ID),339.59616035461400
180400,MSAD (OOD),2.8595587368011500
180400,SATzilla (OOD),3.009375726699830
180400,UReg (OOD),376.1606618728640
180400,CFact (OOD),376.2185091342930
180400,ISAC (OOD),22.998147943496700
180400,ARGOSMART (OOD),1.9732008686065700
180400,MetaOD (OOD),339.3409561538700
180400,Synthetic,608.2673754138950
180400,CQ,4686.276713724140
180400,UEC,5116.959740148540
180400,MC,4728.6642194709800
180400,TSADAMS,5280.697127910610
180400,OE,4680.447377948760
180400,HITS,4683.736158876420
180400,AutoOD-A,8435.414586095810
180400,AutoOD-C,6771.424316673280
180400,UADB,4759.684878854750
180400,IOE,4684.300173072820
180400,SELECT,4916.312511472700
180400,GB,11.289
12000,MSAD (ID),4.956831819534300
12000,SATzilla (ID),4.94123113822937
12000,UReg (ID),8.235407178878780
12000,CFact (ID),8.305732553482060
12000,ISAC (ID),0.7877045364379880
12000,ARGOSMART (ID),8.541837280273440
12000,MetaOD (ID),23.63593695640560
12000,MSAD (OOD),4.988569623947140
12000,SATzilla (OOD),0.5233721923828130
12000,UReg (OOD),0.5762703609466550
12000,CFact (OOD),0.5919571113586430
12000,ISAC (OOD),0.6823161334991460
12000,ARGOSMART (OOD),5.144846803665160
12000,MetaOD (OOD),23.882769088745100
12000,Synthetic,117.25713122177100
12000,CQ,903.1626212596890
12000,UEC,918.468426568985
12000,MC,939.6460543575290
12000,TSADAMS,1509.6278594722700
12000,OE,901.4976893005370
12000,HITS,901.5374768314360
12000,AutoOD-A,915.3988185462950
12000,AutoOD-C,907.6948664722440
12000,UADB,916.3651185569760
12000,IOE,901.6532266674040
12000,SELECT,961.7466314373020
12000,GB,8.093
100000,MSAD (ID),6.849962617874150
100000,SATzilla (ID),6.853521253585820
100000,UReg (ID),6.897019769668580
100000,CFact (ID),6.9466098804473900
100000,ISAC (ID),9.729603912353520
100000,ARGOSMART (ID),7.093367483139040
100000,MetaOD (ID),185.7590997848510
100000,MSAD (OOD),26.399585083007800
100000,SATzilla (OOD),7.171453859329220
100000,UReg (OOD),200.64171502113300
100000,CFact (OOD),26.299811437606800
100000,ISAC (OOD),4.377441164016720
100000,ARGOSMART (OOD),27.123806074142500
100000,MetaOD (OOD),186.14509374237100
100000,Synthetic,493.5861564502720
100000,CQ,6868.97207983017
100000,UEC,7217.550030471800
100000,MC,6891.292171199800
100000,TSADAMS,7468.040160139080
100000,OE,6867.834914133070
100000,HITS,6868.925897285460
100000,AutoOD-A,8838.141539499280
100000,AutoOD-C,7963.481716796880
100000,UADB,6922.787741586690
100000,IOE,6869.5109867305800
100000,SELECT,7396.10776464653
100000,GB,6.377
130400,MSAD (ID),8.7697811088562
130400,SATzilla (ID),8.760133739471440
130400,UReg (ID),8.832122322082520
130400,CFact (ID),8.893758054733280
130400,ISAC (ID),11.82696055984500
130400,ARGOSMART (ID),44.66660925292970
130400,MetaOD (ID),247.02330130958600
130400,MSAD (OOD),44.62652250671390
130400,SATzilla (OOD),8.771681066513060
130400,UReg (OOD),283.80819968605000
130400,CFact (OOD),11.173826936721800
130400,ISAC (OOD),5.843163293838500
130400,ARGOSMART (OOD),44.63221665763860
130400,MetaOD (OOD),246.58640617752100
130400,Synthetic,570.054967004776
130400,CQ,8943.047935382850
130400,UEC,9882.456561460500
130400,MC,8959.37558463669
130400,TSADAMS,9528.13889888382
130400,OE,8927.836063581470
130400,HITS,8931.71554680443
130400,AutoOD-A,11421.507236200300
130400,AutoOD-C,9763.402911382680
130400,UADB,9010.26082106209
130400,IOE,8930.006006437300
130400,SELECT,9311.41551371193
130400,GB,8.171
180386,MSAD (ID),137.63990315818800
180386,SATzilla (ID),15.751185815811200
180386,UReg (ID),16.35243431854250
180386,CFact (ID),15.896824996948200
180386,ISAC (ID),11.823102993011500
180386,ARGOSMART (ID),137.89462074661300
180386,MetaOD (ID),342.5984081192020
180386,MSAD (OOD),74.77746670532230
180386,SATzilla (OOD),3.0187499351501500
180386,UReg (OOD),493.2645245552060
180386,CFact (OOD),16.702666332244900
180386,ISAC (OOD),8.60603497695923
180386,ARGOSMART (OOD),174.6715378036500
180386,MetaOD (OOD),342.63075818252600
180386,Synthetic,880.3422949333190
180386,CQ,9189.919819124220
180386,UEC,10380.327544122700
180386,MC,9309.91220897293
180386,TSADAMS,9788.365693201070
180386,OE,9188.443368680950
180386,HITS,9189.211796052930
180386,AutoOD-A,14910.818368442500
180386,AutoOD-C,13488.793123491300
180386,UADB,9246.849171646120
180386,IOE,9202.512128837590
180386,SELECT,9787.843467720030
180386,GB,14.943
30001,MSAD (ID),0.28800341415405300
30001,SATzilla (ID),3.8876463356018100
30001,UReg (ID),3.19699446105957
30001,CFact (ID),3.1283423080444300
30001,ISAC (ID),12.070455150604200
30001,ARGOSMART (ID),0.638409107208252
30001,MetaOD (ID),56.38863111877440
30001,MSAD (OOD),7.691001586914060
30001,SATzilla (OOD),7.696183614730840
30001,UReg (OOD),7.640453033447270
30001,CFact (OOD),3.537109996795650
30001,ISAC (OOD),5.802513376235960
30001,ARGOSMART (OOD),12.925653854370100
30001,MetaOD (OOD),56.36870290184020
30001,Synthetic,149.81653036308300
30001,CQ,2386.5896892623900
30001,UEC,2516.669510400770
30001,MC,2481.879932554250
30001,TSADAMS,2986.58403969574
30001,OE,2302.4753922519700
30001,HITS,2302.591282993320
30001,AutoOD-A,2414.130240112310
30001,AutoOD-C,2345.5294782218900
30001,UADB,2320.3139874038700
30001,IOE,2303.3915642795600
30001,SELECT,2485.5805863437700
30001,GB,2.864
7654,MSAD (ID),0.23151289558410600
7654,SATzilla (ID),0.22117427825927700
7654,UReg (ID),1.237753911972050
7654,CFact (ID),1.2519085845947300
7654,ISAC (ID),1.1064580268859900
7654,ARGOSMART (ID),0.4382737789154050
7654,MetaOD (ID),15.361244823455800
7654,MSAD (OOD),0.2539754295349120
7654,SATzilla (OOD),0.2503137969970700
7654,UReg (OOD),0.26062706947326700
7654,CFact (OOD),0.3274996662139890
7654,ISAC (OOD),0.2994590911865230
7654,ARGOSMART (OOD),0.7335134658813480
7654,MetaOD (OOD),15.361521627426100
7654,Synthetic,102.25676053237900
7654,CQ,715.1289093933100
7654,UEC,689.493994524002
7654,MC,716.5630772552490
7654,TSADAMS,1265.1356649017300
7654,OE,664.00369373703
7654,HITS,664.0263890399930
7654,AutoOD-A,672.1720177307130
7654,AutoOD-C,669.1841537132260
7654,UADB,673.6222032680510
7654,IOE,664.3331774845120
7654,SELECT,709.6714352741240
7654,GB,1.096
7501,MSAD (ID),4.345740690231320
7501,SATzilla (ID),4.3197616481781
7501,UReg (ID),4.403863801956180
7501,CFact (ID),4.421680583953860
7501,ISAC (ID),4.439231767654420
7501,ARGOSMART (ID),4.64724983215332
7501,MetaOD (ID),15.108534181594800
7501,MSAD (OOD),1.8578518562316900
7501,SATzilla (OOD),4.348719491958620
7501,UReg (OOD),0.2668817844390870
7501,CFact (OOD),0.4282193984985350
7501,ISAC (OOD),0.4532771053314210
7501,ARGOSMART (OOD),0.700061315536499
7501,MetaOD (OOD),15.096537435531600
7501,Synthetic,92.14313532447820
7501,CQ,603.5990586433410
7501,UEC,628.1831116409300
7501,MC,605.0023298416140
7501,TSADAMS,1203.6175995025600
7501,OE,603.564960050583
7501,HITS,603.5863376140600
7501,AutoOD-A,620.5720987796780
7501,AutoOD-C,609.9220002174380
7501,UADB,614.3077598094940
7501,IOE,603.6612926006320
7501,SELECT,661.277520942688
7501,GB,4.265
30000,MSAD (ID),4.588953355789190
30000,SATzilla (ID),4.584898809432980
30000,UReg (ID),4.723213771820070
30000,CFact (ID),4.681086162567140
30000,ISAC (ID),5.458010810852050
30000,ARGOSMART (ID),11.725821342468300
30000,MetaOD (ID),57.662697324752800
30000,MSAD (OOD),5.094138521194460
30000,SATzilla (OOD),5.085050243377690
30000,UReg (OOD),60.61886821365360
30000,CFact (OOD),2.979251449584960
30000,ISAC (OOD),12.271343061447100
30000,ARGOSMART (OOD),22.421728240966800
30000,MetaOD (OOD),57.66610265731810
30000,Synthetic,151.96028360366800
30000,CQ,2635.714170007710
30000,UEC,2751.8259438457500
30000,MC,2600.242242990490
30000,TSADAMS,3328.39449443245
30000,OE,2578.839752668380
30000,HITS,2578.950827116010
30000,AutoOD-A,2761.099862092970
30000,AutoOD-C,2644.520462745670
30000,UADB,2609.4427628459900
30000,IOE,2579.9326868000000
30000,SELECT,2643.355233425140
30000,GB,4.429
38501,MSAD (ID),12.661714277267500
38501,SATzilla (ID),7.36527163696289
38501,UReg (ID),12.58792657661440
38501,CFact (ID),6.783275190353390
38501,ISAC (ID),8.00548321914673
38501,ARGOSMART (ID),13.002558193206800
38501,MetaOD (ID),71.97763951873780
38501,MSAD (OOD),8.22409243965149
38501,SATzilla (OOD),8.229495481491090
38501,UReg (OOD),77.70221466064450
38501,CFact (OOD),8.213035539627080
38501,ISAC (OOD),4.317040430068970
38501,ARGOSMART (OOD),77.97311228752140
38501,MetaOD (OOD),72.129901014328
38501,Synthetic,148.65662989234900
38501,CQ,3746.1093890838600
38501,UEC,3447.8655847435000
38501,MC,3413.8083917369800
38501,TSADAMS,3890.658609992980
38501,OE,3264.237783662800
38501,HITS,3264.381363384250
38501,AutoOD-A,3742.8235623760200
38501,AutoOD-C,3339.230034582140
38501,UADB,3285.369881383900
38501,IOE,3265.4590134544400
38501,SELECT,3408.294667474750
38501,GB,1.198
10028,MSAD (ID),0.3515769901275630
10028,SATzilla (ID),0.4361682357788090
10028,UReg (ID),0.5461743297576900
10028,CFact (ID),0.5761361541748050
10028,ISAC (ID),0.47714824104309100
10028,ARGOSMART (ID),0.5543319644927980
10028,MetaOD (ID),19.75733115386960
10028,MSAD (OOD),0.37799019241333
10028,SATzilla (OOD),0.37386268997192400
10028,UReg (OOD),0.38841957473754900
10028,CFact (OOD),0.4462990226745610
10028,ISAC (OOD),1.7245236949920700
10028,ARGOSMART (OOD),2.1325203495025600
10028,MetaOD (OOD),19.760707637786900
10028,Synthetic,82.66048006820680
10028,CQ,837.5700368022920
10028,UEC,865.6940597782140
10028,MC,839.9443698558810
10028,TSADAMS,1438.3899412288700
10028,OE,837.2812685642240
10028,HITS,837.3139671955110
10028,AutoOD-A,865.2532195720670
10028,AutoOD-C,844.3085188541410
10028,UADB,851.0147697601320
10028,IOE,837.6953911457060
10028,SELECT,854.6936955127720
10028,GB,0.369
39870,MSAD (ID),10.854330434799200
39870,SATzilla (ID),10.84722770690920
39870,UReg (ID),4.106380237579350
39870,CFact (ID),4.020117534637450
39870,ISAC (ID),76.6662302494049
39870,ARGOSMART (ID),11.190626993179300
39870,MetaOD (ID),76.39664416313170
39870,MSAD (OOD),5.005377485275270
39870,SATzilla (OOD),7.172712577819830
39870,UReg (OOD),4.387649654388430
39870,CFact (OOD),4.389001964569090
39870,ISAC (OOD),9.145397064208980
39870,ARGOSMART (OOD),0.7442179794311520
39870,MetaOD (OOD),76.4013741493225
39870,Synthetic,196.19149471664400
39870,CQ,3631.8267510032700
39870,UEC,3663.8819449043300
39870,MC,3584.744069177630
39870,TSADAMS,4231.812691459660
39870,OE,3429.5581958885200
39870,HITS,3429.709669887540
39870,AutoOD-A,4145.311360895160
39870,AutoOD-C,3516.4104748363500
39870,UADB,3463.0692995185900
39870,IOE,3430.578106939320
39870,SELECT,3527.4535990352600
39870,GB,3.714
30000,MSAD (ID),4.670862829208370
30000,SATzilla (ID),4.6592072601318400
30000,UReg (ID),4.799286281585690
30000,CFact (ID),4.761632835388180
30000,ISAC (ID),2.7403557529449500
30000,ARGOSMART (ID),11.083677160263100
30000,MetaOD (ID),56.322499662399300
30000,MSAD (OOD),2.5957613220214800
30000,SATzilla (OOD),0.944530418395996
30000,UReg (OOD),80.7341415309906
30000,CFact (OOD),2.9755294971466100
30000,ISAC (OOD),12.188904930114700
30000,ARGOSMART (OOD),14.84242541694640
30000,MetaOD (OOD),56.46227946853640
30000,Synthetic,225.84778820228600
30000,CQ,2657.81531870842
30000,UEC,2639.827763168340
30000,MC,2600.546395084380
30000,TSADAMS,3215.9928058071100
30000,OE,2547.2817953453100
30000,HITS,2547.9224224910700
30000,AutoOD-A,2709.6617499218000
30000,AutoOD-C,2599.196442686080
30000,UADB,2576.574769340520
30000,IOE,2548.380865179060
30000,SELECT,2669.4136346206700
30000,GB,4.512
100000,MSAD (ID),25.958426084518400
100000,SATzilla (ID),5.713384267807010
100000,UReg (ID),5.797697183609010
100000,CFact (ID),5.823735830307010
100000,ISAC (ID),2.569674758911130
100000,ARGOSMART (ID),6.0956503124237100
100000,MetaOD (ID),183.88730007553100
100000,MSAD (OOD),25.9461532497406
100000,SATzilla (OOD),26.253591384887700
100000,UReg (OOD),183.55988488197300
100000,CFact (OOD),26.05002721786500
100000,ISAC (OOD),5.28804637336731
100000,ARGOSMART (OOD),2.1340827789306600
100000,MetaOD (OOD),183.81718307876600
100000,Synthetic,345.23437790107700
100000,CQ,6594.724002769470
100000,UEC,6719.449628522870
100000,MC,6390.153334045410
100000,TSADAMS,6966.827330732350
100000,OE,6366.5538006973300
100000,HITS,6368.858949060440
100000,AutoOD-A,8288.268626804350
100000,AutoOD-C,7065.359739179610
100000,UADB,6418.757666225430
100000,IOE,6370.700596446990
100000,SELECT,6842.39518773079
100000,GB,5.222
39999,MSAD (ID),3.384695951461790
39999,SATzilla (ID),3.3688561363220200
39999,UReg (ID),3.4700083179473900
39999,CFact (ID),3.5027536792755100
39999,ISAC (ID),4.564589445114140
39999,ARGOSMART (ID),3.618992034912110
39999,MetaOD (ID),75.0076859703064
39999,MSAD (OOD),12.435069719314600
39999,SATzilla (OOD),4.403454298019410
39999,UReg (OOD),88.40296006011960
